0.000000000000000000e+00 4.016774127598691374e-02 -3.334136521438643003e-02 -1.524888871437686619e-03 1.973105557111842767e-02 4.922606307933512400e-03 -4.592759687789736700e-03 -4.083006046123438537e-03 -2.399457336088321475e-03 -5.397523360158348448e-04
1.000000000000000056e-01 4.220559828970483346e-02 -1.292084541954181473e-02 1.199181551551504153e-02 -1.374056229647687734e-02 -1.056940628098419419e-02 -1.389112204406743947e-02 -1.475168633130387319e-02 -9.101912062748096846e-03 -8.323295376619695152e-03
2.000000000000000111e-01 -2.044047097597090357e-01 -3.006329266329297104e-02 -3.796685817658211268e-03 -1.153651045925943586e-02 -5.472353842987659825e-03 -1.865793560980090471e-02 -1.154419880123626861e-02 -1.749652331548431222e-02 -1.492376555969926119e-02
3.000000000000000444e-01 -2.928873690605227759e-02 4.644769984283236147e-02 1.829628963462121699e-02 8.779670801359131665e-03 -1.869530250206482419e-02 -1.902962291445023033e-02 -2.177783809717568492e-02 -2.159321283983758888e-02 -1.836575188382058577e-02
4.000000000000000222e-01 1.408826334130017788e-01 -9.113938695557689817e-02 -1.317386279926355437e-02 -1.432918488639033441e-02 -2.026408921655162981e-02 -1.722903415903445645e-02 -2.903269525101070253e-02 -1.944863808254317095e-02 -2.117456678945562470e-02
5.000000000000000000e-01 -1.926926218256991286e-01 -1.670857407095429487e-02 -8.700876618988918898e-03 -8.736126972345735486e-03 -2.008434679542433349e-02 -2.116794913887836208e-02 -2.275581436596772061e-02 -2.181677490031342162e-02 -2.127876873251969767e-02
6.000000000000000888e-01 -2.942327601187053748e-02 -3.607465611997155708e-02 -5.992276676238527527e-02 -2.585847714560041144e-02 -1.075715346221596189e-02 -2.549521165740961312e-02 -9.370231127068355537e-03 -1.675767900762301782e-02 -1.940203391425446983e-02
7.000000000000000666e-01 1.093475796104705217e-01 2.146038069776914220e-02 -2.791528132011654451e-02 -7.293095168221368566e-03 -1.580818967901770344e-02 -5.855225149878475442e-03 -1.227947212957851419e-02 -1.242998174186551487e-02 -1.135821110306696295e-02
8.000000000000000444e-01 6.200743062117135274e-02 2.469500560320107840e-02 -5.987662024458450388e-02 8.427990571583290902e-03 -3.618623019480383517e-03 -2.010378084299959105e-03 -1.082586799970583838e-02 -3.618715509473642740e-03 -4.002030591133849506e-03
9.000000000000000222e-01 -6.137994299725664515e-02 -1.041215899031800313e-01 2.155230737683287365e-02 2.347381457987530659e-02 6.368546240757990903e-03 3.682349984021882766e-03 3.038231974268240914e-03 9.004995183140941661e-03 3.030870671538090505e-03
1.000000000000000000e+00 5.460564584088869328e-02 1.615157148892001904e-02 1.732910767610900890e-03 3.816312676390362646e-04 7.279507928404649331e-04 1.764230528129320102e-02 1.690126958355251188e-02 1.439537914940319276e-02 1.588942248088909270e-02
1.100000000000000089e+00 -1.209600040922945846e-02 -3.785361400618124372e-02 1.168271052175307717e-02 3.165096040929930854e-02 3.645913235241114714e-02 1.956943248075948549e-02 3.225580316826183458e-02 2.638647739787874230e-02 2.608381107551077660e-02
1.200000000000000178e+00 1.720969344666093970e-01 5.916600131209756586e-02 9.492631598530756887e-02 4.848859107693948012e-02 5.518322607934057766e-02 3.332083315137357449e-02 4.040099907630748804e-02 4.252585442750431849e-02 4.325559767158279612e-02
1.300000000000000044e+00 1.244304786714023198e-01 -2.699916888864911657e-02 4.370120362403509540e-02 3.690664561223677698e-02 4.414009207404969576e-02 5.121119897018066441e-02 5.591455969135911835e-02 5.560917486245822716e-02 5.728348623641390386e-02
1.400000000000000133e+00 -2.760250285992216224e-02 1.191750121193782264e-01 3.984904675165927557e-02 6.434003665562912366e-02 9.194362539826095304e-02 7.110360906437804274e-02 7.031130505264893138e-02 7.141699887108693412e-02 6.952154999540743896e-02
1.500000000000000000e+00 1.445489051386535939e-01 7.342302415111454095e-02 1.419015849923691008e-01 6.831049973213466908e-02 8.813203831476608408e-02 8.290864156334153134e-02 8.855615574330426287e-02 8.517074055595946769e-02 8.508291068398143864e-02
